ID,USERNAME,PASSWORD_HASH,EMAIL,SEX,AGE,AREA,CAREER,CONFIRMED
0249,Sandy9043,pbkdf2:sha256:150000$k1tZcGp5$a85b8b993bbedf4e4c8b0ed0d474922ebd677832eeae29e37f3a2760183f5cb6,sandy90433818@yahoo.com.tw,male,15,屏東縣,金融及保險業,0
0250,Adrian8093,pbkdf2:sha256:150000$uwX9UcLI$d1ea875a820fec6203e2a5e36a817d8cee1272712e6b45e4c0acd4b7deb7fa86,adrian80935254@gmail.com.tw,male,21,雲林縣,出版影音及資通訊業,0
0251,Henrietta146,pbkdf2:sha256:150000$kO1iiu1O$55c188ac9ef2424c988479f77af8ff2551de0ccaf66e5b9c38247162f9245679,henrietta14609300@yahoo.com.tw,female,52,彰化縣,批發及零售業,0
0252,Sue3695,pbkdf2:sha256:150000$gkaXnf1G$b0c74b0f923ab9c0b08d21a989e36aeb98a1bdca2a13109d98a3919cdd5d6cc3,sue36953790@gmail.com.tw,female,67,雲林縣,金融及保險業,0
0253,Cecilia4414,pbkdf2:sha256:150000$TWsETcmq$cc7eb86fa0068b31d0f11eed4f42050918716af2091a4191b349bdbf9c95c108,cecilia44147633@hotmail.com.tw,female,57,基隆市,運輸及倉儲業,0
0254,Mary6619,pbkdf2:sha256:150000$ykzv22tc$0b04b1866e0f4475280b1cd554d3491b9f10db0c41846de058f62187de8ad6c0,mary66196991@gmail.com.tw,female,58,苗栗縣,出版影音及資通訊業,0
0255,Rupert3363,pbkdf2:sha256:150000$icMuDJHU$3407c3f924bd901303420ae8ad40547add8bcd9e5700c5ae1a8efef88af28f20,rupert33632698@hotmail.com.tw,male,26,臺南市,批發及零售業,0
0256,Hector87,pbkdf2:sha256:150000$BK2dJZvR$d8abc6fdcaae906e3ef62c783648633e52e21b498c33c8be314efe76d5ca78ba,hector872265@gmail.com.tw,male,38,新竹市,醫療保健及社會工作服,0
0257,Dottie6153,pbkdf2:sha256:150000$beNL0z3B$e20a883fc7772e69011ba8812f0a0567b8613e8e71f3263f890e2cf45d549fd5,dottie61535352@yahoo.com.tw,female,41,臺中市,藝術、娛樂及休閒服務,0
0258,LuLu6892,pbkdf2:sha256:150000$IwXQQKJC$992a8aad508d64316faa46a998a4a1b50ca413d4d3778e8e08523e6b62aeb57b,lulu68929235@gmail.com.tw,female,17,臺北市,批發及零售業,0
0259,Nathan62,pbkdf2:sha256:150000$iBjZqnPp$39670d4cbefc16a1fd6459d84d26c06ce691f6d6e786371e8aa73dc65fe6b8c9,nathan621526@yahoo.com.tw,male,59,高雄市,農、林、漁、牧業,0
0260,Frankie8719,pbkdf2:sha256:150000$2rMNRhxY$b956dcba6b3eda05f0d4e929833544497e47844439e55934626ef0c325ecc260,frankie87194431@gmail.com.tw,female,60,嘉義市,製造業,0
0261,June3177,pbkdf2:sha256:150000$4qNP4yyu$e2e88ca445131aaac4dd1f644b84c84c33f2d33caa94d4503a87e096755303ff,june31774688@hotmail.com.tw,female,31,新竹縣,住宿及餐飲業,0
0262,Paddy2319,pbkdf2:sha256:150000$RgDYUP02$66f2645a3bbe6c89917701ad5f5ccab955ab43d584aa1046b8d8d5df3b8e4d52,paddy23193013@yahoo.com.tw,male,56,新竹縣,藝術、娛樂及休閒服務,0
0263,Brenda3398,pbkdf2:sha256:150000$9IdWXIuu$6e05257fc0041cae00a9047ca1a51e0af3138930c5f57764fa55a988417c5458,brenda33984212@yahoo.com.tw,female,20,南投縣,批發及零售業,0
0264,Nathaniel144,pbkdf2:sha256:150000$qo8EfURG$cdbb2610ab420fc6422cf173fba6341345eb560b4c9b89e6d72d17ab1b944b86,nathaniel14439461@hotmail.com.tw,male,24,臺中市,教育業,0
0265,Leo607,pbkdf2:sha256:150000$TJQA2zXR$28a56f42530097c385554fca3ebde90f8b5a2a5ef577921d968f34a66f7e957b,leo6074114@gmail.com.tw,male,52,臺東縣,製造業,0
0266,Kirk7138,pbkdf2:sha256:150000$dG3KnLZV$a4b4e24b549ac9397e67a42a7324419f989097ed5a2b51f2945b42b3cbe0eed9,kirk71381805@gmail.com.tw,male,43,新北市,其他,0
0267,Derby5232,pbkdf2:sha256:150000$7YkyKvxS$bf6df6d68747b305cb5385976366ba53d1f77ecb407be367b576a7828a274b71,derby52325755@yahoo.com.tw,male,32,嘉義市,教育業,0
0268,Judith760,pbkdf2:sha256:150000$EjbznZTG$27214465b68ac42132029c86b9e998dbbb9edccbd75347c3e8e7342cc7574e3b,judith7607653@yahoo.com.tw,female,64,嘉義市,藝術、娛樂及休閒服務,0
0269,Julian355,pbkdf2:sha256:150000$YJiWnTDY$be18a603da9d403ae7b9317da128ff2efcc78916f68d09d8e4d374ea8f66fb5b,julian3553727@gmail.com.tw,male,35,臺南市,批發及零售業,0
0270,Dennis2913,pbkdf2:sha256:150000$Pha3kOq1$df8ee421e362277aa684e31696450b8a5313dfdb7eb0ddb8cf6fdb51eb5516ca,dennis29134966@yahoo.com.tw,male,30,新竹市,教育業,0
0271,Vivian1879,pbkdf2:sha256:150000$bJdfI0cK$266df71e7dbe416775650eb928e43e55ce734cd41e1e78f98acf21060cfe34fa,vivian18792633@yahoo.com.tw,female,36,新北市,製造業,0
0272,Lincoln8728,pbkdf2:sha256:150000$SLgUFWFB$5e66d1ec17c6bca44c3c670cd0318d9ef067e0525ddf196099f3d8d9174a8ba1,lincoln87281333@gmail.com.tw,male,64,嘉義縣,其他,0
0273,Al4292,pbkdf2:sha256:150000$hCgMkLTc$0daa9d1f9ee1ac013684d8f6c235e9075af9f74448e2e3e201aaee00f76bbb70,al42922039@hotmail.com.tw,male,51,臺中市,其他,0
0274,Roland7849,pbkdf2:sha256:150000$c6J1tchY$f77630907f4bf2b589e62fa265b3ed17ed725deca11d2b8b44e55518ccb34892,roland78491971@hotmail.com.tw,male,22,臺東縣,醫療保健及社會工作服,0
0275,Gwen4975,pbkdf2:sha256:150000$rfO70nHR$449f05323b8b2d5c82cdaefb2763c673b66c920e28232e9d67df8e8d28af605f,gwen49754774@hotmail.com.tw,female,18,高雄市,住宿及餐飲業,0
0276,Elizabeth119,pbkdf2:sha256:150000$vhdL4lPQ$258ccbc7832991c863a76396e966acb04adc42d8a4a2a5fd8b7348dfa1434cf6,elizabeth11968378@yahoo.com.tw,female,39,彰化縣,批發及零售業,0
0277,Virginia5409,pbkdf2:sha256:150000$qvBQe4L6$cc375ab9600c5d24b56989cfaceebe9db5fe47bb551a6e9b5cfc5d38a6fda136,virginia54096484@yahoo.com.tw,female,65,新竹縣,醫療保健及社會工作服,0
0278,Jeanie8314,pbkdf2:sha256:150000$UBKo67OP$ee1e672e012afd6e3bc448f75ebb2cbc2ea52fb389838f5d640a139601971ac8,jeanie83145631@yahoo.com.tw,female,42,雲林縣,其他,0
0279,Janice6547,pbkdf2:sha256:150000$sj8namTO$109525751e5f8e973dcf8e0fe0fc0677f2b01e4764c079fd381724b347576cff,janice65478793@hotmail.com.tw,female,53,基隆市,教育業,0
0280,Jonathan6672,pbkdf2:sha256:150000$khzGCQS1$99197fb715b67afe787d10e4e2cedcb0ae021668c82a199899d12564500389d8,jonathan66728804@hotmail.com.tw,male,41,高雄市,藝術、娛樂及休閒服務,0
0281,Ruby9312,pbkdf2:sha256:150000$lNeEWjQa$9c8e15515c194fb6374a2e6f1daec88f188b57d8ef0945c74ec700ad28979e3a,ruby93128038@hotmail.com.tw,female,51,南投縣,醫療保健及社會工作服,0
0282,Nathan403,pbkdf2:sha256:150000$u8fKyK1U$6a86c7c97500d38a35da75a2ff85fdfc04f798dcf344fed9223fe45b374bbb06,nathan4039095@yahoo.com.tw,male,31,宜蘭縣,農、林、漁、牧業,0
0283,Charlene2290,pbkdf2:sha256:150000$SqyA78GE$bde7d8abae88e470af47104e7add3353b9a477189f9604fb8fb6502e1e53ad86,charlene22904378@yahoo.com.tw,female,42,雲林縣,金融及保險業,0
0284,Laurence8821,pbkdf2:sha256:150000$mBkrq16Z$0657454998e4998700f031214be330276a94197b19abb4670654998cff09f8e4,laurence88211161@gmail.com.tw,male,32,桃園市,醫療保健及社會工作服,0
0285,Lindsay3901,pbkdf2:sha256:150000$tHGfbVSq$1ff037226d3c484ef366a839fed8a83001a8a7f2255e41809c928af1ae64ae71,lindsay39016463@yahoo.com.tw,female,57,屏東縣,出版影音及資通訊業,0
0286,Suzanne5994,pbkdf2:sha256:150000$oJOnLgZq$263e501e06078ec5a8fa6c0c96126ca1cb0a1be8888e846d3ac14a7e04106edc,suzanne59948089@hotmail.com.tw,female,68,臺東縣,其他,0
0287,Mildred8613,pbkdf2:sha256:150000$59IdjMuw$25730788858e315fc1ef19d909e5c7c6484ecba633cea1458a17eab73e064683,mildred86138601@hotmail.com.tw,female,15,臺中市,製造業,0
0288,Uerica7336,pbkdf2:sha256:150000$NcSp4V8q$3338c2e36ecf7483ba03426f3556892888fbd250bb85c25aefb3bb441c885b19,uerica73368097@yahoo.com.tw,female,25,新竹縣,金融及保險業,0
0289,Albert8053,pbkdf2:sha256:150000$3R1XdnXw$3c952539f8fc4d630642875cae1bf460b2b260855b8d7c950dd2c6b5aaee47a2,albert80534901@gmail.com.tw,male,64,臺南市,其他,0
0290,Otto823,pbkdf2:sha256:150000$vnCYkIcz$d1faf27bca76617e2995106a941d1ce14be1453c290213166db37aec6906bea7,otto8239288@yahoo.com.tw,male,56,臺東縣,製造業,0
0291,Mort4919,pbkdf2:sha256:150000$NJQHRYbJ$1586c6ce0c0a26f26d4dca6756a33f7ca6250c68949787137beab24e95ca4416,mort49191696@yahoo.com.tw,male,17,嘉義市,金融及保險業,0
0292,Cecilia299,pbkdf2:sha256:150000$32GwbYHg$f12990be14b12ea33d59c4e511f32bf898a60a06a34944e4c4404714d4cd964d,cecilia2998331@yahoo.com.tw,female,66,南投縣,其他,0
0293,Millie5989,pbkdf2:sha256:150000$t3D6kHXc$fc9fff268861295cce7e858e856c234481eb6b0e43128b22d9dbf766702a54a1,millie59898333@gmail.com.tw,female,54,臺東縣,教育業,0
0294,Max9115,pbkdf2:sha256:150000$YtjulMwL$ed31bd2ec153e16537245bfa6b99e84c9fd14b1ba896c3994807fc875aa21c45,max91151925@hotmail.com.tw,male,51,高雄市,農、林、漁、牧業,0
0295,Neal1662,pbkdf2:sha256:150000$BfLFxcno$5d78cdeea34d408c5b0435e5d6471e79e83c178a5f9cd5fbd287dab84dd71265,neal16625776@yahoo.com.tw,male,28,澎湖縣,批發及零售業,0
0296,Bruce9743,pbkdf2:sha256:150000$6Sfutxct$3a862d5d0df60ce3ed4236b09ebbd46c5234eca537fb883b9159cc1238459afc,bruce97439421@gmail.com.tw,male,19,基隆市,醫療保健及社會工作服,0
0297,Peter2210,pbkdf2:sha256:150000$pYT5NKfq$c66ce5fa1200b27471b34722a74a74651ae644e165462229368e032cfde28d46,peter22109176@yahoo.com.tw,male,16,苗栗縣,製造業,0
0298,Reynold9280,pbkdf2:sha256:150000$TpHd8FGl$fc05205ec66acb9a8c71aea94c71bb95a4379df10ca3426482082a075f86c45b,reynold92807919@yahoo.com.tw,male,23,基隆市,製造業,0
0299,Daniel8040,pbkdf2:sha256:150000$FG2T28h5$071cf2c1e493a4a5f018b7943277395757acdf01c77b178bebcdca93a4eceddd,daniel80404412@gmail.com.tw,male,57,花蓮縣,出版影音及資通訊業,0
0300,Jennifer9176,pbkdf2:sha256:150000$mKYl79mN$1285ac059ab747dcbd1ffee07b390bc1a33e5df472fcfa371a1b8a6637431274,jennifer91763412@yahoo.com.tw,female,53,雲林縣,金融及保險業,0
0301,Elsie2838,pbkdf2:sha256:150000$YWM3WDYn$e3b19137fe56c010faf6b53468e6795741656df040add7ca5f45b9bff04b6f23,elsie28387606@hotmail.com.tw,female,65,臺東縣,住宿及餐飲業,0
0302,Cliff7578,pbkdf2:sha256:150000$gBsBAFP9$fcb353c64db900dce6d0465e8741a518a72ac7d06e2ac32bb8fa1e7c5a61afda,cliff75787280@yahoo.com.tw,male,26,臺南市,住宿及餐飲業,0
0303,Reg8903,pbkdf2:sha256:150000$MzMZJPiZ$3cf1d3e961520cdfd01648f38ba6297a97c5fe3433e6347d14a17b682dd811d7,reg89031256@hotmail.com.tw,male,24,高雄市,住宿及餐飲業,0
0304,Michelle6587,pbkdf2:sha256:150000$gKb2yZNV$831788b9b168fb7a88cd22fc26debaf3eceb60985268be1d318047225afb328c,michelle65879499@gmail.com.tw,female,16,桃園市,藝術、娛樂及休閒服務,0
0305,Laban9778,pbkdf2:sha256:150000$aGF8bhkn$cc03dcc6e83769050f4335fdd9f47f3ed86d3bc6b1d69bd5966e832cb84310b8,laban97788325@yahoo.com.tw,male,25,臺南市,製造業,0
0306,Mitch5821,pbkdf2:sha256:150000$76t4MBFY$188eea45f06dff06afc2120361b51854b0064e22945a9e58d974c690cd9829ac,mitch58217538@gmail.com.tw,male,46,臺東縣,醫療保健及社會工作服,0
0307,Saul6433,pbkdf2:sha256:150000$5xsy3L9K$881d0264ed042029c5e71b6a53f2f4ea5be8ae2dd990c5f0ac9aed5b70f86ca0,saul64332393@hotmail.com.tw,male,45,彰化縣,農、林、漁、牧業,0
0308,Arnold2695,pbkdf2:sha256:150000$UDLRQU11$7225dbe016b8eb91e97a6787bc7547790814a3de4254131287fcee28bc9b7deb,arnold26959844@gmail.com.tw,male,67,臺中市,製造業,0
0309,Suzanne9781,pbkdf2:sha256:150000$GGdsK48I$1fee403e69b536a529387f427d89cd86b92b244fa46d923b3fba5584e4dce84b,suzanne97811353@yahoo.com.tw,female,43,彰化縣,製造業,0
0310,Hugo8665,pbkdf2:sha256:150000$PrbrjphY$77131f1ede289a06db740d6b811c8b7c879ab3fbc75f211c36183d67383ebf19,hugo86657514@gmail.com.tw,male,37,澎湖縣,出版影音及資通訊業,0
0311,Sal1339,pbkdf2:sha256:150000$BJl2CTeE$662a394a46252cbfb3ad336bf6e2a0c78d9812763e96f7a35a05a03560586df5,sal13391012@yahoo.com.tw,female,17,基隆市,出版影音及資通訊業,0
0312,Constance890,pbkdf2:sha256:150000$UuaNg9Xn$2720163bd1f65b0ab23738aa1212bcab48941f44fce4100b6da6d69a6ed53f39,constance89076625@gmail.com.tw,female,36,澎湖縣,醫療保健及社會工作服,0
0313,Sally2114,pbkdf2:sha256:150000$TTYBjOAH$cba9b08cc43b3b872ef7a38b51213418e007bc62c7ee824932e8b71e8d272813,sally21146087@hotmail.com.tw,female,15,南投縣,教育業,0
0314,Alexis7245,pbkdf2:sha256:150000$nfPTAELt$5f7a3549eda6b7805d6633737c9c08fd4b20e901347338722cf6f3d7817511c0,alexis72456773@hotmail.com.tw,female,58,嘉義市,金融及保險業,0
0315,Gene7265,pbkdf2:sha256:150000$edbgvEmR$c5a260f62f5cd78e1268463cc78faa049380190e5c0c0edad7b92383c5c30dab,gene72654537@yahoo.com.tw,male,22,新竹縣,運輸及倉儲業,0
0316,Pam6003,pbkdf2:sha256:150000$FcXqv0Nf$81b6e83166a235894e2e6485a5c9bd33e2d9ec19d0a47f05ea6365fe14534156,pam60031548@hotmail.com.tw,female,20,嘉義市,金融及保險業,0
0317,Darrell3799,pbkdf2:sha256:150000$MLwFMwTI$c349c8896c5255abcd3b52bfea16aba97a27be04a26dcef7b81f3b15b67fc53b,darrell37999194@yahoo.com.tw,male,46,新竹市,教育業,0
0318,Anthea9128,pbkdf2:sha256:150000$WJxvCB9Z$4a035b90f280e775d4ff7ab8dc07c9027496ba9837b2e27ab0865a2bc4cea2fa,anthea91288978@yahoo.com.tw,female,65,澎湖縣,運輸及倉儲業,0
0319,Robert5435,pbkdf2:sha256:150000$Q9LC0CQh$1a3da2e6f5c9c57033ad409cf573dd4381d6b57c787a53b25098a9b26a836825,robert54351115@hotmail.com.tw,male,41,臺北市,教育業,0
0320,Frederick447,pbkdf2:sha256:150000$9lUdVynG$f63eecfd1381c0d1b52802db72028dac15fd83fc3f5741fb92725ccb86f96f98,frederick44702710@yahoo.com.tw,male,31,屏東縣,批發及零售業,0
0321,Peggie5938,pbkdf2:sha256:150000$nvRlxo9o$dc940869114300ed4aad69d14916c468702c491d6676c7aecd32ddbaad4de64e,peggie59384693@yahoo.com.tw,female,50,新竹市,金融及保險業,0
0322,Ivor8993,pbkdf2:sha256:150000$74a7qAmn$0145f52fcc204d503eace512f1b9d90709c9d8da281f79c8198e609d1a956db7,ivor89937747@gmail.com.tw,male,46,新竹縣,醫療保健及社會工作服,0
0323,Chris4833,pbkdf2:sha256:150000$kTzz0XXt$dd94a9e80c4e4ea660d50d9641ff1621d5852bdc8bf126172025e69a05ccb9e2,chris48335791@hotmail.com.tw,female,16,臺中市,金融及保險業,0
0324,Joyce3994,pbkdf2:sha256:150000$8P82ttFi$46153cc9b9f7d941409c145fecb389a2439726f12867620eb90f166ff88b105e,joyce39949041@hotmail.com.tw,female,53,新北市,教育業,0
0325,Gracie6231,pbkdf2:sha256:150000$B6Y9Lg4I$ccb41c468a69d0c615a5ae89275cf1095e166a148fd809033c534a140b274e00,gracie62317217@yahoo.com.tw,female,35,南投縣,其他,0
0326,Becky5924,pbkdf2:sha256:150000$VxtEnenD$65e3d10ef4af7ded9454803946db7b2ab94517c4d5721e4c12a9103f74d4cdd4,becky59243617@yahoo.com.tw,female,69,桃園市,運輸及倉儲業,0
0327,Johnny791,pbkdf2:sha256:150000$h8Rzghf8$086de5a8a6e305e3fd7f9d70af154c3c0339027f35a5c45b7235e2bbccc9640d,johnny7912788@hotmail.com.tw,male,27,新竹縣,教育業,0
0328,Tessa2120,pbkdf2:sha256:150000$eVwDmZKS$ba54a1a8e1bda8d2873a0ea8ace1001557af49be05f0c2df2041f5cdf525b40b,tessa21208017@hotmail.com.tw,female,31,臺北市,製造業,0
0329,Job535,pbkdf2:sha256:150000$GjOSB9kq$3d47a38b5ee55b4d2d8ad155d90df5b104aca2ac0289a4ac113ea5439151913d,job5355685@hotmail.com.tw,male,41,臺東縣,製造業,0
0330,Malachi7667,pbkdf2:sha256:150000$ujv2bR3D$d7ca5312d5bd83186a5e6fde4831e7a951434a046ba41c8c829c123bee49f000,malachi76675796@hotmail.com.tw,male,26,屏東縣,藝術、娛樂及休閒服務,0
0331,Philippa4960,pbkdf2:sha256:150000$A9lye2BO$9b42727122180be63ee7992f89831611c23ba78cf68f20852308a9920db5fb7d,philippa49605075@gmail.com.tw,female,20,高雄市,其他,0
0332,Nat9575,pbkdf2:sha256:150000$5t8YIV9C$b26fa2bf42116788fc92be21ff5b29907782e7ed6fc3e1210220410364cd24b3,nat95754386@yahoo.com.tw,male,54,新竹市,金融及保險業,0
0333,Monroe2099,pbkdf2:sha256:150000$fi6dC1DS$527ef577e318002e2cac1f5beda54027691b567b4cf0056f9015269c07573e50,monroe20997763@hotmail.com.tw,male,25,彰化縣,批發及零售業,0
0334,Ambrose828,pbkdf2:sha256:150000$Gbg3OrOM$eb916589f643eeb9809106a1ee2f792226f84fad824be2dd23397f2e30a377b6,ambrose8284007@yahoo.com.tw,male,51,高雄市,其他,0
0335,Susanna2453,pbkdf2:sha256:150000$Nqj6CtgO$4335c962f0e4447fcd3fb4a1dc56090aec157e745107d85feacba61c38e9317c,susanna24535161@hotmail.com.tw,female,35,嘉義市,教育業,0
0336,Tel9683,pbkdf2:sha256:150000$fNVOmadf$5fb1a15a2a0ec20859436933da6913a83e76405c817caba68d2ad358ef0493b6,tel96831056@yahoo.com.tw,male,39,苗栗縣,金融及保險業,0
0337,Evadne9004,pbkdf2:sha256:150000$7rSjpxvK$dc4e5fb75d07bbae9422fc0d4b9beb451fa427aa590a5e49c12e92745b180756,evadne90049370@yahoo.com.tw,female,40,桃園市,藝術、娛樂及休閒服務,0
0338,Bridget4048,pbkdf2:sha256:150000$p4mIy392$b5a58fc4e1cd78cf1447a30cbd55606af3420c3e090bd3796d9dc57277a8f629,bridget40489292@yahoo.com.tw,female,18,臺中市,金融及保險業,0
0339,Osmond7006,pbkdf2:sha256:150000$WLFfNM1U$b22618068140198d2e42858f6b4ee38c3dc26c5f3746aa53ad2483350eaaf54a,osmond70069267@yahoo.com.tw,male,59,臺北市,教育業,0
0340,Glenda7996,pbkdf2:sha256:150000$UGyXdLED$2b6cf426b739757c14bcf270a80f7317ba037b1869db6660eed3504968a68aa4,glenda79968569@gmail.com.tw,female,35,屏東縣,教育業,0
0341,Jenny5617,pbkdf2:sha256:150000$gXlOuUBC$44e6badbe9c318be7a608d884aa4dececbfe3b3324b74af92d4740a0bb61de8e,jenny56175089@hotmail.com.tw,female,56,臺中市,出版影音及資通訊業,0
0342,Cliff6601,pbkdf2:sha256:150000$UR5mAWiu$eb5b4c2d7a092351d079027b0003db96beee34e03e18db1348d0640e9d5daa05,cliff66019543@hotmail.com.tw,male,64,桃園市,出版影音及資通訊業,0
0343,Alex1736,pbkdf2:sha256:150000$d6OU7H7P$395b42d99b43b27edbed29d1051e9959c4936f1a2ae0d551392db0a1597cd4fa,alex17363823@yahoo.com.tw,female,50,桃園市,批發及零售業,0
0344,Malcolm8549,pbkdf2:sha256:150000$iPGBN7al$49a5177487792ef9c108994f73afad1223067f652df8b2a0523896b806b3735b,malcolm85495540@hotmail.com.tw,male,33,澎湖縣,金融及保險業,0
0345,Ebenezer4079,pbkdf2:sha256:150000$P9ylv95g$c709755d781fd55abbb12d12cd65bb8dae01ed2eab142a2d05ca1b0dca11de83,ebenezer40793633@yahoo.com.tw,male,65,澎湖縣,運輸及倉儲業,0
0346,Sidney600,pbkdf2:sha256:150000$bn5bdJ2m$a603252053cfd167fe807fce97167347ce497955830f85d0e4375aa60f3a9889,sidney6005371@yahoo.com.tw,male,57,嘉義市,農、林、漁、牧業,0
0347,Natalie5714,pbkdf2:sha256:150000$LzF2MX5h$9faf952fb43ef2016c54e1066411838616da4bde571a041152139614fe429649,natalie57144496@yahoo.com.tw,female,31,高雄市,出版影音及資通訊業,0
0348,Jim9129,pbkdf2:sha256:150000$axJ7gcB6$4f4e204d6ea998842f50307bbfd34760fdfb42e55fce9b91902f0f971a4f59ef,jim91295381@gmail.com.tw,male,47,屏東縣,藝術、娛樂及休閒服務,0
0349,Bud64,pbkdf2:sha256:150000$3f8QLHGC$332c946d9e602a51feacf1fb55537f8f10cfb31a0e2dad1fa1bf3e70cf8ff3fc,bud646991@yahoo.com.tw,male,46,新竹縣,其他,0
0350,Dale8095,pbkdf2:sha256:150000$cVC3fjRI$3a23560067176b66fdb30af4e7b9cf09628bdf0ac23ae6896b744f1d58f5eaa5,dale80952686@yahoo.com.tw,male,43,南投縣,藝術、娛樂及休閒服務,0
0351,Nahum9611,pbkdf2:sha256:150000$kao1jOJe$7a75e322c3bb9551d8c603a489b1c7fee6b7722581aa81ba4890583ff137c215,nahum96114072@gmail.com.tw,male,37,新竹市,藝術、娛樂及休閒服務,0
0352,Bartholomew7,pbkdf2:sha256:150000$qqxugQmq$172fa1960a485cc66b15e5f8d0b58342fa9cff060b303ff94f1d39b6b1fc00e4,bartholomew73212267@yahoo.com.tw,male,53,新竹市,製造業,0
0353,Alvin8411,pbkdf2:sha256:150000$hB2WZNw2$e8d9539cd80b0863403f4b26d5f8db387a6560567617126dab2c19a9eff17ce3,alvin84113838@hotmail.com.tw,male,36,臺東縣,藝術、娛樂及休閒服務,0
0354,Olive6670,pbkdf2:sha256:150000$DtR4jK5s$aef4d20282ddcf5041be42ed1fd2cad10849585a3262eb4fe5f39b52279368d1,olive66701409@hotmail.com.tw,female,54,基隆市,製造業,0
0355,Elsie8058,pbkdf2:sha256:150000$5EWfPIwM$253ec08817687d3b41f5e529367f2dfca9f41280d646ca2c50be2e67df752a66,elsie80582624@gmail.com.tw,female,53,新竹縣,教育業,0
0356,Jamie5535,pbkdf2:sha256:150000$CGqoT641$322c3e1f8388fcaba8704486290727d5d6a7995c56d172e5d773013fd5a7f8d0,jamie55353916@gmail.com.tw,male,39,宜蘭縣,批發及零售業,0
0357,Gordon8671,pbkdf2:sha256:150000$Vo03DJzE$c43091ca8f0b56d26eb23bd3a073b2aa4f538e2c6efc17adf2767c161aa0d1fe,gordon86712657@yahoo.com.tw,male,35,宜蘭縣,金融及保險業,0
0358,Raphael5042,pbkdf2:sha256:150000$kL0TmNBr$1cee88e59df68522c764298d4ba467adda30bac4f87bef8b62143b6b15c29a60,raphael50422387@yahoo.com.tw,male,55,屏東縣,教育業,0
0359,Sharon8513,pbkdf2:sha256:150000$xsNAzwBa$cf2efe6535a0546015c443ab9e4831936d14ee8a5493253748dc493582f8574f,sharon85138348@hotmail.com.tw,female,58,南投縣,運輸及倉儲業,0
0360,Evangeline63,pbkdf2:sha256:150000$9XMarJ2E$57389c618853a8e53bde2ff330be48360ceab66a4780a8696d156eddc12c75b7,evangeline63851266@gmail.com.tw,female,62,臺中市,金融及保險業,0
0361,Julius6398,pbkdf2:sha256:150000$NwLEjmIu$b8eafdd5106d5cd98095a9d4b77e1ff9b4bfc411a53f8ece09b59632e5f6374f,julius63989400@yahoo.com.tw,male,56,桃園市,農、林、漁、牧業,0
0362,Caesar7913,pbkdf2:sha256:150000$GV2lahEQ$6a3adae57314601e3f5063e85f7fe4da71349024a1b84190b6348b016d4fd13e,caesar79132576@gmail.com.tw,male,53,新竹市,金融及保險業,0
0363,Graham6683,pbkdf2:sha256:150000$6M0VIARs$d89081bc123c427d06fba9239f5aa2bfd0b0859fe147c2d00d78e9734aae665a,graham66834714@hotmail.com.tw,male,29,桃園市,批發及零售業,0
0364,Felix1635,pbkdf2:sha256:150000$UkeOKI50$34bac2e5e09b6b60024c8eb7988a20c486e1abfa5fd21a389b69d312a6bf21a4,felix16351564@yahoo.com.tw,male,58,花蓮縣,金融及保險業,0
0365,Wilfred5290,pbkdf2:sha256:150000$etopjLfy$23501364092b261042015ded2bdb32c92684b668678ed4e93d8365c4370ae627,wilfred52908770@yahoo.com.tw,male,17,臺中市,教育業,0
0366,Crystal3013,pbkdf2:sha256:150000$eM1hdNaY$5101d00f7684471bb5c8b9269330cd65a6a5f8aac0a8deaa64d56c59222e6014,crystal30133381@gmail.com.tw,female,22,嘉義縣,製造業,0
0367,Katharine382,pbkdf2:sha256:150000$2w2B2GnS$619d21b2a4ee920f273e9c02fb3b14fe397d75644803a4379241a145ad692bba,katharine38273141@hotmail.com.tw,female,41,南投縣,金融及保險業,0
0368,Robin9569,pbkdf2:sha256:150000$jHRqUECH$561ff9fdd50424b396892d2ba5605e2764b5ef477d0fa46e425a404d7d6100aa,robin95693592@hotmail.com.tw,female,57,臺中市,藝術、娛樂及休閒服務,0
0369,Emma6842,pbkdf2:sha256:150000$hGJsUoTy$a3ba9c67638035bc5e46c69d3ee2437a49793ecddd2abb58ab3d903035d55fe4,emma68427976@hotmail.com.tw,female,64,臺中市,農、林、漁、牧業,0
0370,Gertie1403,pbkdf2:sha256:150000$vha7So4c$929911ac36374c69294d55b5d86301737e21dcc00a8361c7442d7f57033ee984,gertie14038528@gmail.com.tw,female,51,臺中市,運輸及倉儲業,0
0371,Allen1168,pbkdf2:sha256:150000$ICa3ACOC$3fccfca42a881b342c2aa589860aaf672b74cfdb0c370f9bed7b29f39213e32a,allen11686373@yahoo.com.tw,male,31,南投縣,出版影音及資通訊業,0
0372,Pat8514,pbkdf2:sha256:150000$4eUNWV64$d89f66990b7ed90b422efb400c46b06155ac86bf51e6f474fb2d80944fdc3ae5,pat85144176@gmail.com.tw,female,15,宜蘭縣,運輸及倉儲業,0
0373,Janet1021,pbkdf2:sha256:150000$w6p4AU92$2b8e8f0645e07c5a66b53d1e27736cadabfd113712030d520039475a68c9a6ee,janet10218260@gmail.com.tw,female,62,新竹縣,住宿及餐飲業,0
0374,Aubrey9695,pbkdf2:sha256:150000$zj7DzBlJ$adca06ab44edbc52467853d2c6cac90245d23de79ef25f799aa3dad179fec625,aubrey96955732@hotmail.com.tw,male,64,嘉義市,其他,0
